-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2020 through 12/31/2020 
Location: Latitude  22.5472   Longitude 88.4361 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 7.35 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2MDEW          MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET          MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
T2M_RANGE       MERRA-2 Temperature at 2 Meters Range (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS
2020,9,7,28.52,26.44,27.48,28.48,4.97,31.46,26.49,21.61,88.81,2.24,100.44
2020,9,8,27.73,26.8,27.27,27.56,2.59,29.23,26.64,22.09,94.62,7.01,100.46
2020,9,9,28.17,26.64,27.4,28.09,4.35,30.7,26.35,21.91,91.56,8.3,100.45
2020,9,10,28.15,26.33,27.24,28.05,3.81,30.51,26.7,21.55,90.06,9.52,100.22
2020,9,11,28.54,26.21,27.37,28.4,5.83,31.92,26.09,21.36,87.69,1.98,100.28
2020,9,12,28.28,26.27,27.28,28.19,5.23,31.05,25.82,21.42,89.19,1.41,100.5
2020,9,13,28.56,26.34,27.45,28.54,5.09,31.68,26.59,21.48,88.19,3.32,100.55
2020,9,14,28.18,26.31,27.24,28.13,4.7,30.88,26.18,21.42,89.88,1.13,100.48
2020,9,15,28.37,26.3,27.33,28.44,4.88,31.23,26.35,21.42,88.94,2.77,100.45
2020,9,16,28.36,26.6,27.48,28.25,4.79,31.19,26.4,21.85,90.44,0.71,100.41
2020,9,17,28.09,26.62,27.36,27.94,3.83,30.3,26.46,21.91,91.81,4.67,100.35
2020,9,18,28.88,26.25,27.57,29.05,6.66,32.73,26.06,21.42,86.5,0.06,100.21
2020,9,19,28.53,26.44,27.48,28.38,5.27,31.33,26.07,21.73,88.62,2.55,99.99
2020,9,20,28.38,26.39,27.38,28.15,5.65,31.59,25.94,21.73,89.12,7.15,99.77
2020,9,21,28.12,26.48,27.3,27.89,4.33,30.73,26.4,21.85,90.94,15.7,99.73
2020,9,22,28.37,26.61,27.48,28.08,4.79,30.94,26.15,21.91,90.31,12.39,100.06
2020,9,23,28.3,26.82,27.56,28.05,3.49,30.42,26.93,22.16,91.75,11.91,100.33
2020,9,24,27.94,26.8,27.37,27.7,2.39,29.46,27.07,22.09,93.44,6.22,100.46
2020,9,25,27.97,26.52,27.24,27.76,3.3,30.09,26.79,21.79,91.94,2.3,100.29
2020,9,26,27.46,26.33,26.9,27.19,2.87,28.99,26.12,21.55,93.56,6.17,100.18
2020,9,27,28.41,25.5,26.96,28.31,6.1,31.69,25.59,20.45,85.0,1.27,100.36
2020,9,28,28.08,25.11,26.59,27.94,6.06,30.94,24.87,19.96,84.38,1.55,100.4
2020,9,29,28.19,25.36,26.77,28.34,6.8,31.74,24.94,20.32,85.25,3.05,100.32
2020,9,30,27.87,25.29,26.58,27.8,4.18,30.23,26.04,20.26,86.31,7.25,100.22
2020,10,1,27.73,25.5,26.61,27.77,4.66,30.48,25.81,20.51,88.0,7.76,100.21
2020,10,2,27.45,26.1,26.78,27.37,3.87,29.64,25.77,21.24,92.44,13.68,100.32
2020,10,3,27.9,26.14,27.02,27.88,5.52,30.87,25.35,21.24,90.44,7.09,100.42
2020,10,4,27.78,26.21,27.0,27.64,4.4,30.32,25.92,21.3,91.38,4.89,100.48
2020,10,5,27.48,25.8,26.64,27.34,4.41,30.12,25.71,20.81,90.81,5.04,100.47
2020,10,6,26.94,25.81,26.37,26.8,3.81,29.19,25.38,20.81,93.62,12.8,100.6
2020,10,7,27.51,26.03,26.77,27.28,4.86,30.22,25.36,21.06,91.81,7.9,100.69
2020,10,8,28.12,25.82,26.98,27.83,4.5,30.59,26.09,20.81,87.56,1.2,100.71
2020,10,9,28.48,25.65,27.07,28.25,6.55,31.89,25.33,20.63,85.25,2.12,100.69
2020,10,10,28.57,25.98,27.27,28.44,5.12,31.56,26.44,21.06,86.25,6.65,100.57
2020,10,11,28.91,25.9,27.4,28.97,7.43,32.69,25.26,21.0,84.62,0.52,100.44
2020,10,12,29.22,25.61,27.41,29.12,6.46,32.83,26.37,20.63,81.56,1.23,100.37
2020,10,13,28.57,25.87,27.22,28.55,6.87,32.29,25.43,20.94,85.94,4.21,100.4
2020,10,14,28.31,26.08,27.2,28.32,5.73,31.74,26.01,21.18,88.25,2.38,100.49
2020,10,15,28.04,26.11,27.07,28.01,5.12,31.01,25.89,21.18,89.62,3.93,100.51
2020,10,16,28.88,25.4,27.14,28.47,6.32,32.06,25.75,20.32,82.06,9.0,100.5
2020,10,17,28.76,25.54,27.15,28.44,7.3,32.07,24.76,20.51,83.38,2.2,100.53
2020,10,18,28.58,25.38,26.98,28.44,5.5,31.62,26.12,20.32,83.31,1.56,100.58
2020,10,19,28.25,24.94,26.59,28.31,6.48,31.61,25.14,19.78,82.94,0.79,100.57
2020,10,20,27.94,25.44,26.69,28.08,6.84,31.67,24.83,20.39,86.88,0.28,100.54
2020,10,21,26.69,25.37,26.03,26.58,3.45,28.7,25.24,20.26,92.56,1.3,100.63
2020,10,22,25.98,25.03,25.5,25.9,2.76,27.69,24.94,19.9,94.44,6.85,100.4
2020,10,23,25.41,24.12,24.77,25.37,3.02,27.3,24.28,18.86,92.62,1.96,100.22
2020,10,24,26.71,24.21,25.46,26.67,7.22,30.71,23.5,18.92,86.75,0.66,100.55
2020,10,25,26.65,23.01,24.83,26.31,7.45,30.38,22.94,17.52,81.19,0.74,100.89
2020,10,26,25.44,20.33,22.89,24.68,8.79,29.67,20.88,14.83,74.19,0.08,100.97
2020,10,27,24.24,20.46,22.35,24.09,9.96,29.8,19.83,15.01,80.38,0.0,100.93
2020,10,28,23.26,19.56,21.41,23.16,10.98,29.0,18.03,14.16,80.75,0.0,101.03
2020,10,29,23.73,21.16,22.44,23.73,10.69,29.32,18.62,15.75,86.06,0.0,101.0
2020,10,30,25.75,23.52,24.64,25.83,9.62,30.65,21.04,18.19,88.0,0.03,100.86
2020,10,31,26.33,23.25,24.79,26.2,7.77,30.27,22.51,17.76,83.88,0.31,100.86
2020,11,1,26.13,24.32,25.23,26.08,5.79,29.47,23.68,18.98,89.94,0.88,100.94
2020,11,2,26.14,23.8,24.97,26.14,7.34,29.98,22.65,18.37,87.5,0.16,101.08
2020,11,3,25.23,21.87,23.55,24.96,8.53,29.61,21.08,16.36,82.25,0.02,101.12
2020,11,4,23.3,16.55,19.92,22.34,11.02,28.86,17.85,11.72,67.75,0.0,101.12
2020,11,5,22.81,14.47,18.64,21.23,13.52,29.51,15.99,10.19,61.31,0.0,101.25
2020,11,6,22.1,14.44,18.27,20.3,11.8,27.9,16.1,10.19,62.56,0.0,101.47
2020,11,7,20.42,16.55,18.48,19.71,11.85,26.59,14.74,11.72,79.31,0.0,101.5
2020,11,8,20.92,17.9,19.41,20.58,12.66,27.48,14.82,12.7,83.5,0.0,101.49
2020,11,9,22.59,18.8,20.69,21.89,11.84,28.53,16.69,13.43,79.69,0.0,101.35
2020,11,10,22.77,19.23,21.0,22.3,11.71,28.7,17.0,13.85,81.19,0.0,101.29
2020,11,11,23.01,19.62,21.31,22.82,11.25,29.4,18.15,14.16,82.25,0.0,101.41
2020,11,12,22.69,19.98,21.33,22.73,11.25,28.64,17.39,14.47,85.56,0.0,101.47
2020,11,13,22.94,20.19,21.57,22.92,10.28,28.86,18.58,14.71,85.44,0.0,101.37
2020,11,14,22.45,19.38,20.92,22.24,10.81,28.46,17.65,13.92,83.81,0.0,101.3
2020,11,15,22.15,19.03,20.59,21.98,11.09,28.06,16.97,13.67,83.56,0.0,101.32
2020,11,16,22.27,18.8,20.54,21.78,11.18,27.99,16.81,13.43,81.62,0.0,101.28
2020,11,17,23.3,19.19,21.25,22.44,10.94,28.66,17.73,13.79,78.69,0.0,101.17
2020,11,18,23.59,19.79,21.69,22.9,9.67,28.06,18.39,14.34,80.12,1.07,101.21
2020,11,19,24.34,19.89,22.12,23.38,9.19,28.33,19.14,14.4,76.94,0.28,101.15
2020,11,20,24.86,21.04,22.95,24.23,9.13,29.43,20.3,15.5,80.06,3.0,101.1
2020,11,21,23.34,20.87,22.11,23.41,7.68,27.56,19.88,15.32,86.69,2.97,101.14
2020,11,22,20.99,15.31,18.15,20.25,9.25,26.26,17.01,10.86,72.5,0.16,101.42
2020,11,23,18.15,12.5,15.33,17.55,13.06,25.14,12.08,8.97,71.25,0.0,101.54
2020,11,24,17.73,12.94,15.33,17.18,13.18,24.6,11.43,9.28,75.12,0.0,101.48
2020,11,25,18.7,16.19,17.44,18.57,12.95,25.63,12.68,11.47,86.06,0.0,101.44
2020,11,26,18.51,16.97,17.74,18.49,9.47,23.8,14.33,11.96,90.62,0.0,101.49
2020,11,27,19.38,17.62,18.5,19.4,10.63,25.46,14.83,12.45,89.06,0.0,101.57
2020,11,28,19.58,16.1,17.84,19.55,11.27,26.23,14.95,11.29,82.0,0.0,101.59
2020,11,29,18.78,14.52,16.65,18.26,12.91,26.09,13.19,10.19,78.06,0.0,101.57
2020,11,30,18.65,13.4,16.03,17.44,13.45,25.4,11.96,9.52,73.19,0.0,101.52
2020,12,1,19.09,13.44,16.26,17.55,13.39,25.58,12.19,9.52,70.81,0.0,101.53
2020,12,2,19.7,13.54,16.62,18.0,12.96,25.78,12.82,9.64,68.81,0.0,101.35
2020,12,3,20.55,14.87,17.71,18.55,11.48,26.03,14.56,10.5,70.75,0.0,101.28
2020,12,4,20.52,15.37,17.94,18.78,10.9,25.94,15.04,10.8,73.38,0.0,101.23
2020,12,5,20.52,16.62,18.57,19.04,10.33,26.12,15.79,11.72,79.5,0.0,101.31
2020,12,6,20.62,15.87,18.24,18.86,10.94,26.19,15.25,11.17,75.69,0.0,101.48
2020,12,7,19.83,14.38,17.1,18.73,13.49,26.69,13.2,10.13,72.5,0.0,101.57
2020,12,8,19.26,15.82,17.54,18.94,11.84,25.99,14.15,11.11,82.06,0.0,101.54
2020,12,9,19.39,16.35,17.87,18.59,10.66,25.08,14.42,11.47,83.56,0.0,101.41
2020,12,10,19.41,15.75,17.58,18.12,11.02,24.93,13.91,11.05,80.06,0.0,101.32
2020,12,11,19.09,14.89,16.99,17.78,10.73,24.89,14.15,10.5,77.94,0.0,101.38
2020,12,12,18.76,14.82,16.79,17.74,11.27,24.72,13.45,10.44,79.12,0.0,101.31
2020,12,13,19.87,15.37,17.62,18.77,12.2,25.81,13.62,10.8,76.69,0.0,101.17
2020,12,14,20.19,16.05,18.12,19.46,11.09,25.89,14.8,11.29,78.31,0.0,101.31
2020,12,15,19.94,15.82,17.88,19.79,9.88,25.71,15.83,11.11,78.31,0.0,101.51
2020,12,16,20.08,16.04,18.05,19.8,10.73,25.75,15.02,11.29,78.62,0.01,101.58
2020,12,17,19.9,15.94,17.92,19.64,9.8,25.33,15.52,11.17,78.94,0.0,101.5
2020,12,18,17.94,13.49,15.72,17.61,10.77,24.12,13.34,9.52,76.38,0.0,101.55
2020,12,19,14.76,9.42,12.08,14.69,12.06,21.76,9.7,7.26,73.06,0.0,101.68
2020,12,20,13.4,7.1,10.25,13.02,14.48,21.33,6.85,6.23,68.38,0.0,101.69
2020,12,21,13.87,7.71,10.79,12.81,13.99,20.98,7.0,6.53,68.31,0.0,101.52
2020,12,22,15.21,9.87,12.54,14.25,13.91,22.59,8.68,7.57,72.12,0.0,101.41
2020,12,23,15.69,9.35,12.52,14.48,14.38,23.22,8.84,7.32,67.38,0.01,101.33
2020,12,24,16.76,11.17,13.96,15.52,14.37,23.99,9.62,8.24,71.38,0.0,101.29
2020,12,25,16.55,11.22,13.88,15.63,13.75,24.12,10.37,8.24,72.88,0.0,101.35
2020,12,26,15.39,9.44,12.42,14.54,14.37,23.27,8.9,7.32,70.44,0.0,101.44
2020,12,27,15.66,7.87,11.76,14.05,15.1,23.23,8.13,6.59,62.44,0.0,101.37
2020,12,28,17.23,8.23,12.73,14.57,13.96,23.87,9.91,6.77,56.75,0.0,101.3
2020,12,29,17.4,10.25,13.83,15.52,13.28,24.29,11.01,7.75,64.12,0.0,101.34
2020,12,30,16.71,11.54,14.12,15.83,13.37,23.88,10.51,8.42,73.06,0.0,101.46
2020,12,31,15.73,10.07,12.9,15.03,14.24,23.65,9.41,7.63,72.38,0.0,101.5
